OBJECTID,Request_ID,Create_Date,Department,Request_Type,Address,District,Status,Close_Date,Origin,Latitude,Longitude,Year,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
471,318116,1610047860000,Sanitation Department,Inquiries,,,Closed,1610047860000.0,Call Center,0.0,0.0,2021,{57798055-6FBA-42E2-A1A3-79CBB605CBAE},,,,,NaN,NaN
472,318117,1610047980000,Street Maintenance,Fallen Trees and Limbs,3020 OVERLOOK DR,2.0,Closed,1610401200000.0,Call Center,32.3961523,-86.2623226,2021,{37348420-DCA5-4032-9BCC-7A696A84F2D7},,,,,523752.78621591255,690000.8654734865
473,318118,1610048520000,FAQ,Ask 3-1-1,,,Closed,1610048520000.0,Call Center,0.0,0.0,2021,{7CE710DA-130F-4566-A7B7-B6F74DF53480},,,,,NaN,NaN
474,318119,1610048820000,Sanitation Department,Leaves and Debris Pick up,1410 WASHINGTON AVE,3.0,Closed,1617628620000.0,Call Center,32.3763524,-86.2917188,2021,{0726B615-17FF-4DA7-832F-56DD3F257040},,,,,514648.26538299397,682835.0343327373
475,318120,1610049600000,FAQ,Ask 3-1-1,,,Closed,1610049600000.0,Call Center,0.0,0.0,2021,{6D088F09-4B11-4BA4-81BA-DA9D9CF16CD5},,,,,NaN,NaN
476,318121,1610050560000,Urban Forestry,Tree Maintenance,600 MONTGOMERY ST,3.0,Closed,1628541420000.0,Control Panel,32.3744473,-86.3148956,2021,{08FA1800-F584-4C66-8E3C-FFEBA8EBF31D},,,,,507489.6484666616,682173.3624277413
477,318122,1610050980000,Traffic Engineering,Stop Sign Missing/Damaged,LONE OAK DR,4.0,Closed,1610055060000.0,Call Center,32.3332334,-86.3560841,2021,{7544F8F2-F5DE-4222-86B8-0B0543B82078},,,,,494699.797734078,667238.8686747402
478,318123,1610052120000,Building Maintenance,COM Roofing,911 Communications Pkwy,3.0,Closed,1610570820000.0,Call Center,32.387718,-86.2925805,2021,{6EB5557A-C75D-4578-8C8D-C53FE76F9066},,,,,514399.97880607843,686971.1349844038
479,318124,1610052480000,Code Enforcement,Nuisance,365 FELDER AVE,3.0,Closed,1610375640000.0,Call Center,32.3575144,-86.3011827,2021,{5C14EBD2-C2DF-4FEB-85E1-0D79FF557078},,,,,511696.46649657935,675994.1726864055
480,318125,1610053200000,Street Maintenance,Request Cleaning,3450 LE BRON RD,7.0,Closed,1678891500000.0,Call Center,32.3402793,-86.2953952,2021,{8E40C8DF-054D-4372-959C-86D18A79BF81},,,,,513456.58469549567,669716.0782872364
481,318126,1610053380000,Street Maintenance,Concrete Repairs,3450 LE BRON RD,7.0,Closed,1730996460000.0,Call Center,32.3402793,-86.2953952,2021,{0EBE9082-8AA5-40C0-86B2-3A68DB711473},,,,,513456.58469549567,669716.0782872364
482,318127,1610053380000,Traffic Engineering,Install New Signs,HANOVER DR,2.0,Closed,1613768280000.0,Call Center,32.4012164,-86.262311,2021,{1D4466B2-9A3E-4729-9F00-9D24FC02319A},,,,,523763.7579787448,691843.2410538197
483,318128,1610053560000,Building Maintenance,COM Electrical,3450 LE BRON RD,7.0,Closed,1610379180000.0,Call Center,32.3402793,-86.2953952,2021,{1B1E121E-17AA-47C6-91FD-AAFBE92B4C90},,,,,513456.58469549567,669716.0782872364
484,318129,1610054220000,Traffic Engineering,Dark Area Near Existing Street Light,HANOVER DR,2.0,Closed,1611095460000.0,Call Center,32.4012164,-86.262311,2021,{CA98867D-B53D-4FC6-99DA-7154C7456780},,,,,523763.7579787448,691843.2410538197
485,318130,1610055360000,Street Maintenance,Sidewalk,BRISTLECONE DR,8.0,Closed,1653574260000.0,Call Center,32.3253919,-86.1456308,2021,{B11D9B97-6A22-4DE7-A263-E79FDA9B51A8},,,,,559696.5122285783,664132.707892321
486,318131,1610055840000,FAQ,Ask 3-1-1,,,Closed,1610055840000.0,Call Center,0.0,0.0,2021,{A428C34E-7948-4362-9D30-DFBFBFA048EF},,,,,NaN,NaN
487,318132,1610055900000,Code Enforcement,Nuisance,17 SOUTH CALIFORNIA ST,3.0,Closed,1610120040000.0,Call Center,32.3799147,-86.2812012,2021,{F596CE6D-4135-441D-927D-071C33BB0960},,,,,517900.8422111608,684117.2942354083
488,318133,1610056200000,FAQ,Ask 3-1-1,5901 BURT CT *,6.0,Closed,1610056200000.0,Call Center,32.290751,-86.221075,2021,{0E00FE66-D34C-47E6-B1DF-31E24FF9A248},,,,,536345.7219879963,651606.2047301531
489,318134,1610056380000,Building Maintenance,COM Hvac/Refrigeration,245 HIGH ST,3.0,Closed,1610122080000.0,Call Center,32.3725403,-86.3055823,2021,{4517350B-37A9-463D-8859-5CC340000D60},,,,,510361.9931156635,681466.7549170703
490,318135,1610056680000,Code Enforcement,Nuisance,3515 COTTONWOOD DR,1.0,Closed,1610119320000.0,Call Center,32.3809553,-86.2557967,2021,{987DB7F4-F571-44C5-B23C-4D81125C2DE8},,,,,525745.2802624106,684463.9769409895
491,318136,1610056920000,Urban Forestry,Tree Maintenance,201 NOBLE AVE,3.0,Closed,1610056980000.0,Control Panel,32.3634091,-86.3054832,2021,{854B25C8-6199-47E4-9FFE-B8C9C58E2999},,,,,510377.93402866274,678144.5696323216
492,318137,1610057580000,FAQ,Ask 3-1-1,,,Closed,1610057580000.0,Call Center,0.0,0.0,2021,{8C1D3151-0BB5-43A2-B606-13BFC2A009EF},,,,,NaN,NaN
493,318138,1610057760000,Planning Department,Inquiries,,,Closed,1610057760000.0,Call Center,0.0,0.0,2021,{074797B3-5F95-444A-8698-CB82698B7C88},,,,,NaN,NaN
494,318139,1610057940000,FAQ,Ask 3-1-1,,,Closed,1610057940000.0,Call Center,0.0,0.0,2021,{D4DE8BEB-3C34-4EEC-B5EC-95A03C3136EB},,,,,NaN,NaN
495,318140,1610058300000,Code Enforcement,Parking On Front Lawn,3563 PELZER AVE,2.0,Closed,1610119920000.0,Call Center,32.3895307,-86.2528608,2021,{E9A031D5-026A-4226-AA5F-FBC1B9FD3BF5},,,,,526663.8837401606,687580.2518764064
496,318141,1610058360000,Code Enforcement,Parking On Front Lawn,3557 PELZER AVE,2.0,Closed,1610119920000.0,Call Center,32.3894936,-86.2530989,2021,{F760BA11-A48A-4552-B16A-D6FB2978AC39},,,,,526590.3317219131,687567.0429133251
497,318142,1610058780000,Sanitation Department,Inquiries,,,Closed,1610058780000.0,Call Center,0.0,0.0,2021,{3198F9DB-5C1C-4CF5-B623-59BF376AB042},,,,,NaN,NaN
498,318143,1610059440000,FAQ,Ask 3-1-1,,,Closed,1610059440000.0,Call Center,0.0,0.0,2021,{D632EB5D-486E-4698-B21F-E96C42285E6D},,,,,NaN,NaN
499,318144,1610103780000,Code Enforcement,Nuisance,204 BRADLEY DR,2.0,Closed,1610377620000.0,Website,32.3776014,-86.2679354,2021,{40A75601-FD81-4BE9-A17B-09E9A6E3DD81},,,,,521992.87700608,683258.7952962369
500,318145,1610112120000,Street Maintenance,Pothole Repairing,LOCKERBIE ST,7.0,Closed,1610655780000.0,Call Center,32.355903,-86.2965802,2021,{AC145D6E-FDB3-47AE-8C95-73CC5644035A},,,,,513115.1785541624,675401.7450654879
501,318146,1610112780000,Building Maintenance,COM Cabinet Shop,300 WATER ST,3.0,Closed,1610120340000.0,Call Center,32.3804356,-86.314103,2021,{73593ADD-D83C-4E01-BB3D-F87CAC61C8A7},,,,,507744.1469734125,684350.8885844871
502,318147,1610113440000,Sanitation Department,Leaves and Debris Pick up,3134 GATSBY LN,7.0,Closed,1610469660000.0,Call Center,32.3585967,-86.2635325,2021,{B85C9122-AECF-40A4-B305-F6C6A5100E46},,,,,523324.39304382727,676339.1601854041
503,318148,1610115840000,Inspections Department,Permits,7917 ARROWHEAD FOREST CT,1.0,Closed,1618932240000.0,Call Center,32.3924311,-86.1565958,2021,{146AF8EF-B853-432C-9F5C-B6B75EA2E949},,,,,556383.0073726624,688532.2680169865
504,318149,1610115960000,Sanitation Department,Inquiries,,,Closed,1610115960000.0,Call Center,0.0,0.0,2021,{CD3697D9-D634-4D93-9B02-B0711B6E04A9},,,,,NaN,NaN
505,318150,1610116680000,City Jail Internal Building Maintenance,City Jail Plumbing,320 N Ripley St,3.0,Closed,1610136960000.0,Call Center,32.3818605,-86.2978134,2021,{72B477B8-FCE8-4F39-AF70-1D1AD0C5ECB7},,,,,512775.3475409113,684847.0703349039
506,318151,1610116740000,Building Maintenance,COM Cabinet Shop,320 N Ripley St,3.0,Closed,1610136900000.0,Call Center,32.3818605,-86.2978134,2021,{335B121C-B16D-4408-A2F1-963D346D68AB},,,,,512775.3475409113,684847.0703349039
507,318152,1610116920000,Sanitation Department,Exchange Damage Container,3447 SOUTHVIEW AVE,7.0,Closed,1610142180000.0,Call Center,32.3417755,-86.2838381,2021,{FFC0D515-A44E-4F83-972B-3AB1C755857E},,,,,517028.37381174415,670245.2055098191
508,318153,1610118300000,Sanitation Department,Inquiries,,,Closed,1610118300000.0,Call Center,0.0,0.0,2021,{090E65B5-5AB3-4AAD-AD6D-FB31DCBFE1B4},,,,,NaN,NaN
509,318154,1610118600000,FAQ,Animal Control Issues,,,Closed,1610118600000.0,Call Center,0.0,0.0,2021,{EF0958A1-0C5A-47CB-953F-D116ADAA5275},,,,,NaN,NaN
510,318155,1610118840000,FAQ,Ask 3-1-1,,,Closed,1610118840000.0,Call Center,0.0,0.0,2021,{9D01A191-7A61-4047-B948-F1E58C218301},,,,,NaN,NaN
511,318156,1610119980000,Sanitation Department,Inquiries,,,Closed,1610119980000.0,Call Center,0.0,0.0,2021,{9E405EBF-6230-485A-80E8-137C0FD2A5A5},,,,,NaN,NaN
512,318157,1610120640000,Code Enforcement,Nuisance,2906 TYLER RD,3.0,Closed,1610381400000.0,Call Center,32.4258013,-86.2855828,2021,{C2A50C0F-8CB1-4D9A-AF48-F2D9C225D339},,,,,516618.75553649664,700817.2024365738
513,318158,1610121060000,FAQ,Ask 3-1-1,,,Closed,1610121060000.0,Call Center,0.0,0.0,2021,{986D7DFF-DB8B-4D19-BE5D-5A8173CCD045},,,,,NaN,NaN
514,318159,1610121300000,Sanitation Department,Schedule A Bulk Pick Up***DO NOT USE***,2027 COMMODORE CIR,7.0,Closed,1617630720000.0,Call Center,32.3573517,-86.2736784,2021,{F5467C99-373B-485D-AD33-5AE14A3B863D},,,,,520189.5259539969,675898.9533886537
515,318160,1610121540000,Sanitation Department,Inquiries,,,Closed,1610121540000.0,Call Center,0.0,0.0,2021,{6156EF9A-04E5-4197-842E-8A25FD62A422},,,,,NaN,NaN
516,318161,1610121600000,FAQ,FAQ- Montgomery Police Department,,,Closed,1610121600000.0,Call Center,0.0,0.0,2021,{71AF5EA6-24D9-4B3D-8129-EE6B96F95913},,,,,NaN,NaN
517,318162,1610122800000,FAQ,Ask 3-1-1,,,Closed,1610122800000.0,Call Center,0.0,0.0,2021,{158ABE6F-F666-41F8-95E6-AC7CC723F4D8},,,,,NaN,NaN
518,318163,1610122980000,Street Maintenance,Clean Inlets,HARVARD RD,2.0,Closed,1610470020000.0,Call Center,32.3890101,-86.2213202,2021,{5BA88C06-AB08-47D2-A4A6-EB632904B83C},,,,,536399.4443214945,687354.0978011563
519,318164,1610123040000,Street Maintenance,Clean Inlets,HARVARD RD,1.0,Closed,1610470080000.0,Call Center,32.3880142,-86.2213205,2021,{10A17CE3-056F-4803-9B2A-C29E514496BF},,,,,536398.0375001617,686991.7773315758
520,318165,1610123280000,Sanitation Department,Exchange Damage Container,1356 ZEPHYR HILLS DR,7.0,Closed,1610635140000.0,Call Center,32.3608569,-86.2577407,2021,{330DEF6A-9F0C-4332-9003-A73888908A77},,,,,525116.1319144107,677154.3081614077
521,318166,1610123580000,Building Maintenance,COM Plumbing,3450 LE BRON RD,7.0,Closed,1610137320000.0,Call Center,32.3402793,-86.2953952,2021,{8C182803-7276-44A2-A2A6-E2BC39BD7520},,,,,513456.58469549567,669716.0782872364
522,318167,1610123640000,Building Maintenance,COM HVAC/Refrigeration,3450 LE BRON RD,7.0,Closed,1610383020000.0,Call Center,32.3402793,-86.2953952,2021,{20CC3263-C9E7-4C8E-950C-3B3D4AE64306},,,,,513456.58469549567,669716.0782872364
523,318168,1610124180000,Code Enforcement,Parking On Front Lawn,1243 HIGHPOINT RD,2.0,Closed,1610463900000.0,Call Center,32.4022422,-86.2553206,2021,{1048B567-D1CA-42E0-A539-98A508805107},,,,,525922.8176369965,692207.855810158
524,318169,1610124300000,FAQ,Ask 3-1-1,,,Closed,1610124300000.0,Call Center,0.0,0.0,2021,{A93D7E7C-658C-4264-882A-37557C3D5D48},,,,,NaN,NaN
525,318170,1610124360000,Code Enforcement,Parking On Front Lawn,1128 BIRDWOOD DR,5.0,Closed,1610382120000.0,Call Center,32.3321537,-86.2844329,2021,{608FBB95-6ACA-4399-8D7F-6437B3CA14D6},,,,,516829.92604591325,666745.4634935707
526,318171,1610124420000,FAQ,Ask 3-1-1,,,Closed,1610124420000.0,Call Center,0.0,0.0,2021,{C607B73F-E928-403D-9077-B7D4A2560ED2},,,,,NaN,NaN
527,318172,1610124660000,FAQ,Ask 3-1-1,,,Closed,1610124660000.0,Call Center,0.0,0.0,2021,{1CA25650-FCEC-4ACF-8810-CBAE6DB5EF7C},,,,,NaN,NaN
528,318173,1610125740000,Sanitation Department,Inquiries,,,Closed,1610125740000.0,Call Center,0.0,0.0,2021,{D8934BE1-2CBE-425A-8050-1513170FAD08},,,,,NaN,NaN
529,318174,1610125860000,Sanitation Department,Inquiries,,,Closed,1610125860000.0,Call Center,0.0,0.0,2021,{DA56A666-A411-4617-B20A-B322C3513614},,,,,NaN,NaN
530,318175,1610125980000,FAQ,Ask 3-1-1,,,Closed,1610125980000.0,Call Center,0.0,0.0,2021,{C6759569-91D6-48E5-AA8E-FBD034ED3856},,,,,NaN,NaN
531,318176,1610125980000,Code Enforcement,Nuisance,2305 YANCEY AVE,3.0,Closed,1610464080000.0,Call Center,32.384267,-86.27413,2021,{836E4330-0053-40FB-923E-AD05A980AB0E},,,,,520090.4067296609,685691.6519790739
532,318177,1610125980000,Sanitation Department,Inquiries,,,Closed,1610125980000.0,Call Center,0.0,0.0,2021,{B91ABF12-6D58-4C55-81C3-B2A23FE06D95},,,,,NaN,NaN
533,318178,1610126400000,City Jail Internal Building Maintenance,City Jail Electrical,320 N Ripley St,3.0,Closed,1610387400000.0,Call Center,32.3818605,-86.2978134,2021,{6B43158E-849A-4E81-9CEA-13DCE19A35D6},,,,,512775.3475409113,684847.0703349039
534,318179,1610126460000,FAQ,Ask 3-1-1,,,Closed,1610126460000.0,Call Center,0.0,0.0,2021,{E154ED58-7427-4589-A2D4-C43FBF7B8523},,,,,NaN,NaN
535,318180,1610127480000,Code Enforcement,Inquiries,,,Closed,1610127480000.0,Call Center,0.0,0.0,2021,{EB80C46F-03B0-48EE-BA9F-51069981F575},,,,,NaN,NaN
536,318181,1610127780000,City Jail Internal Building Maintenance,City Jail Plumbing,320 N Ripley St,3.0,Closed,1610137020000.0,Call Center,32.3818605,-86.2978134,2021,{9AD320C4-F07A-46FA-A609-0135C6563A1F},,,,,512775.3475409113,684847.0703349039
537,318182,1610128380000,FAQ,Ask 3-1-1,,,Closed,1610128380000.0,Call Center,0.0,0.0,2021,{B542C1B8-C4ED-461A-8FCC-47218D67DB60},,,,,NaN,NaN
538,318183,1610128440000,Sanitation Department,Inquiries,,,Closed,1610128440000.0,Call Center,0.0,0.0,2021,{3749E1F8-0CAA-49AC-A912-530961F7EDDB},,,,,NaN,NaN
539,318184,1610128980000,FAQ,Ask 3-1-1,,,Closed,1610128980000.0,Call Center,0.0,0.0,2021,{AC838D2A-08BE-462B-9832-96089EB8D6AE},,,,,NaN,NaN
540,318185,1610129400000,Sanitation Department,Inquiries,,,Closed,1610129400000.0,Call Center,0.0,0.0,2021,{57BE204B-FDCC-45B9-A752-8E22CDC479AD},,,,,NaN,NaN
541,318186,1610130240000,Sanitation Department,Exchange Damage Container,3900 OAK AVE,2.0,Closed,1610397960000.0,Call Center,32.3983187,-86.2422266,2021,{C51149B2-C0FB-4E18-BA8A-55F4A1A7A1F8},,,,,529958.7738039121,690764.7304155752
542,318187,1610130240000,Sanitation Department,Exchange Damage Container,3900 OAK AVE,2.0,Closed,1610130240000.0,Call Center,32.3983187,-86.2422266,2021,{90B5B5FC-0996-4B98-A7ED-60F09C1B0877},,,,,529958.7738039121,690764.7304155752
543,318188,1610130360000,FAQ,Ask 3-1-1,,,Closed,1610130360000.0,Call Center,0.0,0.0,2021,{9A575B34-CFAE-42DB-921C-2C88DA36B1A9},,,,,NaN,NaN
544,318189,1610131560000,Sanitation Department,Inquiries,,,Closed,1610131560000.0,Call Center,0.0,0.0,2021,{68D171F8-7967-416B-8A11-8485B62EA706},,,,,NaN,NaN
545,318190,1610131860000,Sanitation Department,Missed Pick Up,2832 LANSDOWNE DR,7.0,Closed,1611590100000.0,Call Center,32.3444194,-86.2640085,2021,{A84DAD72-8BB4-4E76-B8B8-1E3463652BFC},,,,,523156.66011158004,671181.8899881542
546,318191,1610132280000,Sanitation Department,Litter Problems for paper and Other Small Items (DO NOT USE FOR BULKY ITEMS),NARROW LANE RD,5.0,Closed,1613653800000.0,Call Center,32.3158517,-86.2820001,2021,{D65D0B78-AFF3-4FF0-ABBE-24C4D10E0809},,,,,517556.5482803285,660811.4763458222
547,318192,1610134140000,Code Enforcement,Nuisance,518 PLACID DR,1.0,Closed,1610464620000.0,Call Center,32.3935929,-86.1906111,2021,{82CE7578-D48D-4659-B77C-A4D94F65299D},,,,,545884.6258104108,688988.3507662416
548,318193,1610134200000,Sanitation Department,Backyard Trash Pickup (Disability Service),4005 COLFAX DR,4.0,Closed,1610469540000.0,Call Center,32.3322032,-86.3239888,2021,{4F3A5E46-1536-40CF-93C6-E51614B50E8F},,,,,504611.761505913,666817.1775889918
549,318194,1610134500000,FAQ,Ask 3-1-1,,,Closed,1610134500000.0,Call Center,0.0,0.0,2021,{58231CD7-C114-407C-80F1-BD93BFD03EC3},,,,,NaN,NaN
550,318195,1610135280000,Sanitation Department,Request A New Container,2447 EAST SIXTH ST (OP),7.0,Closed,1610135280000.0,Call Center,32.360444,-86.2744597,2021,{50AA6099-9097-44A3-8F71-AE4E2B56E871},,,,,519952.89716216177,677024.9622914866
551,318196,1610135580000,FAQ,FAQ-City Hall ,,,Closed,1610135580000.0,Call Center,0.0,0.0,2021,{2592E850-87EE-436E-952C-E5B517101F9B},,,,,NaN,NaN
552,318197,1610136000000,FAQ,FAQ-Municipal Court,,,Closed,1610136000000.0,Call Center,0.0,0.0,2021,{C078BCA4-355F-4528-B57E-EC589D3154D3},,,,,NaN,NaN
553,318198,1610136180000,FAQ,Ask 3-1-1,3119 OLD DOBBIN RD,8.0,Closed,1610136180000.0,Call Center,32.3369504,-86.2246237,2021,{CD674632-E441-4C59-BE61-612F8709B331},,,,,535310.4461714141,668417.9135607406
554,318199,1610136540000,Sanitation Department,Exchange Damage Container,4480 SOUTH SLAUSON CIR,5.0,Closed,1610634120000.0,Call Center,32.339006,-86.2350036,2021,{EF4E265B-DD67-444C-8D52-E336FA0BE258},,,,,532107.2321054116,669177.6282486543
555,318200,1610137260000,FAQ,Ask 3-1-1,,,Closed,1610137260000.0,Call Center,0.0,0.0,2021,{80D3E878-6E15-413D-962A-85D843111FCF},,,,,NaN,NaN
556,318201,1610137920000,Code Enforcement,Nuisance,6621 WHIPPORWILL CT,9.0,Closed,1610544900000.0,Call Center,32.3467052,-86.1997072,2021,{7AE19E4F-7549-4E5E-AD69-C8DF35A127AD},,,,,543018.4884980805,671939.5840108246
557,318202,1610139540000,Sanitation Department,Inquiries,MCINNIS RD,6.0,Closed,1610139540000.0,Call Center,32.2927863,-86.2528294,2021,{83900481-BA34-450D-8171-0A79E0749A39},,,,,526535.7176579125,652383.591626823
558,318203,1610139720000,Sanitation Department,Inquiries,,,Closed,1610139720000.0,Call Center,0.0,0.0,2021,{9C2431DF-275C-45EA-B11F-0A4873729BBF},,,,,NaN,NaN
559,318204,1610139900000,Traffic Engineering,Street Light Out,4319 MABSON DR,5.0,Closed,1610140200000.0,Call Center,32.3388628,-86.237623,2021,{181DA83B-95B4-4F5D-96A2-FC2248EB73CD},,,,,531298.0047212467,669128.5745409876
560,318205,1610140680000,Sanitation Department,Inquiries,,,Closed,1610140680000.0,Call Center,0.0,0.0,2021,{8A8D66CF-E4FE-402B-8C5D-9170DD340930},,,,,NaN,NaN
561,318206,1610140920000,Code Enforcement,Open & Vacant(Abandon House),2143 ROSEMONT DR,7.0,Closed,1610474280000.0,Call Center,32.3486279,-86.2732897,2021,{3F20F4A0-2311-419E-902A-F7BB48D63F65},,,,,520296.51458516344,672724.6408396587
562,318207,1610142120000,Code Enforcement,General Repairs,2205 BOULTIER ST,3.0,Closed,1610474220000.0,Call Center,32.3589899,-86.2904199,2021,{D8EC0F40-2FE3-4565-A321-6EC05F5DD0ED},,,,,515022.3030207455,676516.6198042408
563,318208,1610142240000,Street Maintenance,Street Paving Request,WEST SOUTH BLVD,4.0,Closed,1610656260000.0,Call Center,32.3264093,-86.3259643,2021,{617FB17B-3D4A-4AB2-90DB-9A41B31E869F},,,,,503991.86510791257,664712.0912479907
564,318209,1610142240000,Code Enforcement,Nuisance,2205 BOULTIER ST,3.0,Closed,1610474220000.0,Call Center,32.3589899,-86.2904199,2021,{971A7E84-7282-46B4-BF92-A8DE30D07100},,,,,515022.3030207455,676516.6198042408
565,318210,1610142300000,Sanitation Department,Exchange Damage Container,584 GLADE PARK LOOP,2.0,Closed,1613653740000.0,Call Center,32.3978496,-86.2205545,2021,{A1E68E9D-56F0-45BE-B1A4-5DBFC56B1B8F},,,,,536647.4526837468,690569.1645337418
566,318211,1610143320000,Sanitation Department,Dead Animal pickup,8100 HIALEAH LN,9.0,Closed,1610377500000.0,Call Center,32.3446965,-86.1339412,2021,{0AD1FDD7-11E6-40D2-8E96-DCDEC8D03B73},,,,,563327.2080511637,671145.5488534868
567,318212,1610144220000,Sanitation Department,Missed Pick Up,3548 MANLEY DR,3.0,Closed,1613654100000.0,Call Center,32.4097432,-86.2894287,2021,{9E463585-D306-42C8-803A-BE7EBA972B09},,,,,515407.1067130789,694980.0592552423
568,318213,1610146680000,Sanitation Department,Missing Trash Container,2027 COMMODORE CIR,7.0,Closed,1610487120000.0,Call Center,32.3573517,-86.2736784,2021,{4CDADB42-F936-4BF5-9039-11C6C65D848B},,,,,520189.5259539969,675898.9533886537
569,318214,1610208000000,Traffic Engineering,Street Light Out,605 MAXWELL BLVD,3.0,Closed,1610403180000.0,Website,32.3774031,-86.3192544,2021,{83F8B1EC-78BA-4069-8448-F275DB81AAA0},,,,,506148.78697516397,683254.8074433208
570,318215,1610211480000,Code Enforcement,Nuisance,1507 DUNBAR ST,3.0,Closed,1610474460000.0,Report2Gov Android,32.3605114,-86.2925607,2021,{9E2EDE47-35C5-4A70-B89D-5FF8D32A380A},,,,,514363.61142474413,677072.9897544906
571,318216,1610226060000,Code Enforcement,Nuisance,3534 DALRAIDA PKWY,2.0,Closed,1610465040000.0,Website,32.3937314,-86.2529402,2021,{0D7692BD-1A0D-4DD6-BCEA-F3F2B5F19B61},,,,,526645.369669579,689108.6185703203
572,318217,1610252400000,Street Maintenance,Sidewalk,9225 BOYD-COOPER PKWY,9.0,Closed,1730993400000.0,Website,32.3663614,-86.1393411,2021,{61C8255B-4419-41A4-81A0-C670A86CDD46},,,,,561682.0299110785,679032.1639857367
573,318218,1610252460000,Code Enforcement,Nuisance,2105 Felder Terrace,3.0,Closed,1610474220000.0,Website,32.3593979,-86.2876187,2021,{FE344BDF-9B12-449F-8A6A-098D4E19392F},,,,,515887.9272737466,676661.3731236532
574,318219,1610303100000,Code Enforcement,Nuisance,1524 ROSA L PARKS AVE,7.0,Closed,1610462820000.0,Report2Gov Android,32.3563183,-86.3170156,2021,{F3A5C55A-90E7-4BAF-9A7A-C45D48DDA152},,,,,506805.3086279966,675580.7450355738
575,318220,1610303340000,Code Enforcement,Nuisance,3346 ROSA L PARKS AVE,7.0,Closed,1610462940000.0,Report2Gov Android,32.3456552,-86.3167382,2021,{8BBE8613-85AF-4D67-900F-ACA57776A2D0},,,,,506873.45612949505,671700.9903279096
576,318221,1610325840000,Code Enforcement,Nuisance,3101 OLD SELMA RD,4.0,Closed,1610481720000.0,Website,32.3606759,-86.3695219,2021,{FA494E79-FDAE-4C25-987A-1196ECA65BF9},,,,,490599.0805418305,677243.3339019865
577,318222,1610326260000,Code Enforcement,Nuisance,2816 OLD SELMA RD,4.0,Closed,1610558340000.0,Website,32.363542,-86.3655105,2021,{FED8A487-84F9-49D1-87DB-3C2032B4F0D1},,,,,491842.9448519945,678279.8803853244
578,318223,1610326680000,Code Enforcement,Nuisance,2906 OLD SELMA RD,4.0,Closed,1610480520000.0,Website,32.3625841,-86.3670775,2021,{94D4FD2B-B29C-48EC-97BF-2D7A15A50A9E},,,,,491357.34838224575,677933.7918386534
579,318224,1610326980000,Code Enforcement,Nuisance,1789 WEST BLVD,4.0,Closed,1611243660000.0,Website,32.345761,-86.371689,2021,{0C06FEDC-55CD-47D2-B7A7-610D4F4AF924},,,,,489902.6163835786,671820.4457976595
580,318225,1610370480000,Building Maintenance,COM HVAC/Refrigeration,3003 E South Blvd,6.0,Closed,1610376360000.0,Call Center,32.3298487,-86.2460163,2021,{75976E50-CB6F-4413-846D-7ADF3721E4E2},,,,,528693.0020572469,665859.0423661545
581,318226,1610370540000,City Jail Internal Building Maintenance,City Jail Electrical,320 N Ripley St,3.0,Closed,1610387400000.0,Call Center,32.3818605,-86.2978134,2021,{B49F2690-6A1A-48A3-97AD-FEC874ACA845},,,,,512775.3475409113,684847.0703349039
582,318227,1610370960000,Building Maintenance,COM Carpentry,1751 CONG W L DICKINSON DR,2.0,Closed,1610484300000.0,Call Center,32.4075452,-86.2635523,2021,{63AC49C2-2412-4387-BDD7-39C8DA7880A6},,,,,523389.8958655782,694147.2882829905
583,318228,1610373000000,Sanitation Department,Inquiries,,,Closed,1610373000000.0,Call Center,0.0,0.0,2021,{B35D8C2B-4663-470A-BD5D-8068BA03144F},,,,,NaN,NaN
584,318229,1610373360000,Building Maintenance,COM Carpentry,103 N Perry St,3.0,Closed,1610375940000.0,Website,32.3791515,-86.3079603,2021,{C0CEDFCF-082E-452C-A954-3FD06FEBEB8D},,,,,509638.45847349614,683875.247475408
585,318230,1610373540000,FAQ,FAQ-Municipal Court,,,Closed,1610373540000.0,Call Center,0.0,0.0,2021,{7A1E1AB9-D421-414A-AAF8-9D7BCEFA4E2E},,,,,NaN,NaN
586,318231,1610374320000,Traffic Engineering,Parking Meter Malfunction,MONROE ST,3.0,Closed,1610377080000.0,Call Center,32.3789158,-86.3016552,2021,{B8B74130-C9DE-4266-A0A8-46418BC6BA45},,,,,511584.6307622455,683780.9185958207
587,318232,1610374680000,Police Department,Request Vacation Home Check,2253 E Aberdeen Dr,8.0,Closed,1611092100000.0,Call Center,32.3304347,-86.2011767,2021,{EBFA8ECD-3CA4-4EEC-A25D-F67F031FFA5A},,,,,542544.3277009949,666021.7802296579
588,318233,1610375460000,FAQ,FAQ-Municipal Court,,,Closed,1610375460000.0,Call Center,0.0,0.0,2021,{8C2B6427-B776-4E70-8855-B6C8B2C5DB56},,,,,NaN,NaN
589,318234,1610376060000,Street Maintenance,Clean Inlets,GRAHAM ST,7.0,Closed,1610649300000.0,Call Center,32.357191,-86.2986739,2021,{2533647B-3D6C-4838-8E2C-BB64636FA736},,,,,512470.6706568301,675873.1391358227
